,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Caotangsi,PM_Shahepu,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,PM_US Post
0,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,0.9999148560421013,1.0958672647463867,-1.1034660679302273,0.4472840497223621,0.9135670363623175,-1.368912299828496,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.471798903252305
1,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,1.412400888260028,1.1176740445035023,-1.1034660679302273,0.772863832879128,0.9135670363623175,-1.4966224784863893,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.246871631297663
2,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,0.8564414535315181,0.7833034215610624,-1.1034660679302273,0.772863832879128,0.7901391834344286,-1.4966224784863893,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,0.9828265729161272
3,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,2.41671470583411,1.3502796952460692,-1.2364290803158375,0.7672406932736573,0.7901391834344286,-1.6243326571442824,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.2859894177245572
4,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,1.1433882585526844,0.6015802569184319,-1.3693920927014476,0.7616175536681867,0.7901391834344286,-1.7520428358021758,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,2.0292273598355473
5,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,1.4482692388876737,-0.09623669530926894,-1.3693920927014476,1.1181246046550426,0.6667113305065395,-1.8797530144600691,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.4815783498590283
6,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,1.4482692388876737,-0.09623669530926894,-1.3693920927014476,1.1181246046550426,0.6667113305065395,-1.8797530144600691,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.4815783498590283
7,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,0.9730135930713669,1.4956582269601737,-1.3693920927014476,0.7616175536681867,0.6667113305065395,-1.7520428358021758,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,0.3178242036589255
8,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,1.4482692388876737,-0.09623669530926894,-1.3693920927014476,1.1181246046550426,0.7901391834344286,-1.8797530144600691,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,1.4815783498590283
9,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,1.789018569850309,1.8154909967312032,-1.2364290803158375,1.1214984884183252,0.7901391834344286,-1.7520428358021758,-0.5223552838945948,-0.12508707317135107,-0.12997564107633874,-0.35594294245890307,-0.46634307438517786,-0.256792344282572,-0.4785696033562047,1.1037509631107068,3.222319845855821
