,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,PM_US Post
0,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,-1.732017869140106,0.15181918065419464,0.2056937901614241,0.26477791132249096,-1.6224072277901596,-0.4522918127579414,0.4388836196771706,-1.9495086224875486,-0.4357054050338022,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,0.03605228092788247
1,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,-1.731951991656161,0.15181918065419464,0.2056937901614241,0.26477791132249096,-1.6224072277901596,-0.2985673153134582,0.34154849136854243,-2.032162968149377,-0.3721896923124373,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,0.03605228092788247
2,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,-1.731886114172216,0.15181918065419464,0.2056937901614241,0.26477791132249096,-1.6224072277901596,-0.4522918127579414,0.24421336305991426,-1.9495086224875486,-0.3358660099574075,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,0.03605228092788247
3,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-1.731820236688271,-0.9267822966247401,-0.05912908575378892,-0.9172224167621006,-1.6224072277901596,0.008881679575508178,0.24421336305991426,-2.197471659473034,-0.27235029723604265,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,-0.9208027308557912
4,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-1.7317543592043259,-0.9267822966247401,-0.05912908575378892,-0.9172224167621006,-1.5520931844045769,-0.14484281786897502,0.14687823475128606,-2.032162968149377,-0.20883458451467776,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,-0.9208027308557912
5,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,-1.7316884817203808,0.15181918065419464,0.2056937901614241,0.26477791132249096,-1.4817791410189944,-0.2985673153134582,0.04954310644265789,-1.8668542768257201,-0.14531887179331285,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,0.03605228092788247
6,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,-1.731622604236436,0.15181918065419464,0.2056937901614241,0.26477791132249096,-1.4817791410189944,-0.4138606883968206,0.04954310644265789,-1.7841999311638916,-0.081803159071948,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,0.03605228092788247
7,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-1.731556726752491,-0.9267822966247401,-0.05912908575378892,-0.9172224167621006,-1.4817791410189944,-0.4138606883968206,0.04954310644265789,-1.7841999311638916,-0.04547947671691826,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,-0.9208027308557912
8,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-1.731490849268546,-0.9267822966247401,-0.05912908575378892,-0.9172224167621006,-1.4817791410189944,-0.4138606883968206,0.04954310644265789,-1.7841999311638916,0.018036236004446603,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,-0.9208027308557912
9,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-1.7314249717846009,-0.9267822966247401,-0.05912908575378892,-0.9172224167621006,-1.5520931844045769,-0.6828785589246662,0.04954310644265789,-1.7015455855020631,0.08155194872581153,-0.004375876352825327,-0.004435461531625823,-0.3648689308829946,1.4647663526266852,-0.72974314941458,-0.5264776017194011,-0.9208027308557912
